City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,manaure,11.7751,-72.4445,31.66,52,100,7.22,CO,1710173524
365,bandarbeyla,9.4942,50.8122,27.05,73,3,4.39,SO,1710173524
366,cono norte,-16.3166,-71.5829,20.03,49,0,4.63,PE,1710173524
367,cuenca,-2.8833,-78.9833,15.05,91,100,1.72,EC,1710173285
368,serhetabat,35.2799,62.3438,14.08,58,51,4.01,TM,1710173524
369,vorkuta,67.5,64.0,-27.36,100,95,2.22,RU,1710173319
370,priozersk,61.0393,30.1291,-2.02,91,11,2.06,RU,1710173525
371,nikolayevsk-on-amure,53.1406,140.73,-17.99,98,100,0.63,RU,1710173525
372,las khorey,11.1595,48.1967,28.34,76,2,4.14,SO,1710173525
373,mombasa,-4.0547,39.6636,30.23,66,20,4.63,KE,1710173525
374,trincomalee,8.5711,81.2335,27.42,71,27,4.98,LK,1710173525
375,el galpon,-25.3807,-64.6526,34.69,46,8,3.73,AR,1710173525
376,junnar,19.2,73.8833,25.12,29,0,2.53,IN,1710173526
377,pendleton,45.6721,-118.7886,8.09,78,0,2.06,US,1710173526
378,menaka,15.9182,2.4022,41.57,7,32,2.96,ML,1710173526
379,aleg,17.0481,-13.9209,36.77,9,61,3.73,MR,1710173526
380,noosa heads,-26.3833,153.15,25.06,80,22,8.91,AU,1710173526
381,nova xavantina,-14.6667,-52.35,33.47,54,75,0.51,BR,1710173526
382,port saint john's,-31.6229,29.5448,27.65,77,0,7.34,ZA,1710173526
383,san matias,-16.3667,-58.4,37.77,39,91,1.47,BO,1710173526
384,pudozh,61.8099,36.5345,-0.03,94,82,4.02,RU,1710173527
385,bestobe,52.4994,73.0975,-11.76,93,15,4.59,KZ,1710173527
386,ingeniero jacobacci,-41.3427,-69.5448,19.49,31,100,6.87,AR,1710173527
387,katsuura,35.1333,140.3,12.76,62,100,9.34,JP,1710173527
388,namtsy,62.7161,129.6658,-27.94,100,100,0.86,RU,1710173527
389,kristiansund,63.1115,7.732,4.36,52,0,2.57,NO,1710173527
390,makurazaki,31.2667,130.3167,13.46,95,100,6.1,JP,1710173527
391,saint-philippe,-21.3585,55.7679,27.77,85,48,5.12,RE,1710173527
392,moraga,37.8349,-122.1297,11.06,87,40,2.24,US,1710173528
393,karachi,24.9056,67.0822,23.9,73,0,3.09,PK,1710173151
394,peace river,56.2501,-117.286,-3.83,93,40,1.03,CA,1710173528
395,puerto carreno,6.189,-67.4859,38.02,30,89,1.93,CO,1710173528
396,ruayer,43.0537,-5.5502,11.05,89,98,2.28,ES,1710173528
397,arraial do cabo,-22.9661,-42.0278,28.92,79,20,6.69,BR,1710173528
398,dampit,-8.2116,112.7493,21.69,90,100,1.28,ID,1710173528
399,hilo,19.7297,-155.09,24.04,90,75,2.06,US,1710173528
400,bakanas,44.8081,76.2772,8.4,73,11,2.81,KZ,1710173529
401,roslavl',53.9528,32.8639,-3.98,82,11,0.84,RU,1710173529
402,necochea,-38.5473,-58.7368,25.79,61,61,7.25,AR,1710173231
403,akrehamn,59.2667,5.1833,9.01,61,0,3.6,NO,1710173529
404,bubaque,11.2833,-15.8333,26.55,67,7,7.46,GW,1710173529
405,broome,42.2506,-75.833,4.28,62,0,10.29,US,1710173529
406,qarazhal,48.0078,70.7903,-3.56,91,100,2.1,KZ,1710173529
407,marsa alam,25.0757,34.8918,21.46,57,9,5.63,EG,1710173292
408,mumford,5.2618,-0.759,29.58,72,46,5.65,GH,1710173529
409,kone,-21.0595,164.8658,25.34,83,100,2.13,NC,1710173530
410,praia da vitoria,38.7333,-27.0667,17.14,77,40,13.5,PT,1710173290
411,yenangyaung,20.4667,94.8833,26.23,35,3,2.79,MM,1710173530
412,touros,-5.1989,-35.4608,31.73,59,93,2.12,BR,1710173530
413,nova vicosa,-17.8919,-39.3719,30.93,65,100,3.5,BR,1710173530
414,mo i rana,66.3128,14.1428,-1.74,50,0,2.06,NO,1710173530
415,rubtsovsk,51.5,81.25,-2.06,95,100,3.09,RU,1710173530
416,wotho,10.1657,166.0102,26.71,82,85,9.66,MH,1710173530
417,fisterra,42.9049,-9.2629,13.75,74,79,3.03,ES,1710173531
418,totness,5.8833,-56.3167,29.9,60,78,4.01,SR,1710173531
419,palu,-0.8917,119.8707,25.32,96,99,0.57,ID,1710173531
420,gorontalo,0.5412,123.0595,23.85,92,92,1.57,ID,1710173531
421,mao,39.8885,4.2658,15.31,58,40,7.2,ES,1710173531
422,puerto deseado,-47.7503,-65.8938,15.3,35,3,3.84,AR,1710173531
423,phan rang-thap cham,11.5667,108.9833,24.01,84,100,3.26,VN,1710173531
424,miquelon,47.0975,-56.3814,1.0,95,100,19.39,PM,1710173532
425,san andres,12.5847,-81.7006,31.01,66,20,7.2,CO,1710173460
426,pacific grove,36.6177,-121.9166,11.15,90,100,1.34,US,1710173532
427,la chevroliere,47.0912,-1.6097,13.51,67,75,8.23,FR,1710173532
428,pangai,-19.8,-174.35,26.34,89,100,9.33,TO,1710173532
429,arys,42.4252,68.795,13.21,59,100,2.29,KZ,1710173532
430,kavaratti,10.5669,72.642,28.61,66,32,4.17,IN,1710173532
431,vokhtoga,58.8147,41.0461,-1.45,94,100,4.74,RU,1710173532
432,vorgashor,67.5833,63.95,-27.42,100,96,2.36,RU,1710173533
433,khorixas,-20.3667,14.9667,33.04,29,75,5.36,NA,1710173419
434,ibirama,-27.0569,-49.5178,28.7,41,21,1.17,BR,1710173533
435,orasu nou,47.8333,23.2833,14.97,73,100,3.74,RO,1710173533
436,aldinga beach,-35.2793,138.4604,29.9,55,72,3.4,AU,1710173533
437,chul'man,56.8479,124.9104,-21.57,100,96,1.17,RU,1710173533
438,salinopolis,-0.6136,-47.3561,25.4,93,100,1.91,BR,1710173534
439,suva,-18.1416,178.4415,23.71,100,75,3.6,FJ,1710173410
440,el granada,37.5027,-122.4694,11.94,90,75,3.09,US,1710173534
441,richards bay,-28.783,32.0377,27.64,73,0,5.43,ZA,1710173534
442,buta,2.7858,24.73,23.34,96,99,2.09,CD,1710173393
443,argostolion,38.1811,20.489,18.75,57,75,11.32,GR,1710173534
444,raja,8.4596,25.678,37.59,9,20,2.9,SS,1710173534
445,aveley,51.4999,0.2517,8.95,86,100,4.63,GB,1710173535
446,kapa'a,22.0752,-159.319,21.99,88,75,9.26,US,1710173535
447,venev,54.3553,38.2684,-2.95,91,100,5.33,RU,1710173535
448,ulsteinvik,62.3432,5.8487,6.61,59,97,1.34,NO,1710173535
449,trabzon,40.9167,39.8333,8.05,54,0,3.6,TR,1710173073
450,ungsang-nodongjagu,42.3578,130.4622,1.48,62,96,2.56,KP,1710173535
451,torghay,49.6339,63.4981,-11.93,97,28,1.38,KZ,1710173536
452,sarandi grande,-33.7333,-56.3333,28.42,41,53,5.34,UY,1710173536
453,egilsstadir,65.2653,-14.3948,2.95,81,40,4.63,IS,1710173536
454,tual,-5.6667,132.75,27.21,82,100,7.42,ID,1710173536
455,waddan,29.1614,16.139,30.86,8,0,5.27,LY,1710173536
456,mashhad,36.297,59.6062,11.08,76,75,6.17,IR,1710173395
457,'alaqahdari dishu,30.4374,63.313,20.99,36,0,4.48,AF,1710173536
458,amuntai,-2.4177,115.2494,25.0,89,100,0.47,ID,1710173537
459,chinde,26.8418,88.0763,14.52,38,1,2.36,NP,1710173537
460,gornopravdinsk,60.05,69.9,-13.72,97,100,1.61,RU,1710173537
461,comandante fontana,-25.3345,-59.6821,40.64,28,92,5.15,AR,1710173537
462,san antonio de pale,-1.4014,5.6325,29.37,69,40,2.01,GQ,1710173537
463,vernon,50.2581,-119.2691,6.27,88,97,1.54,CA,1710173537
464,west odessa,31.8424,-102.4988,14.11,50,0,5.14,US,1710173537
465,antsiranana,-12.2787,49.2917,26.58,85,76,5.45,MG,1710173538
466,troitsko-pechorsk,62.7084,56.1964,-17.39,99,100,1.34,RU,1710173538
467,liman,48.9884,37.8023,-0.16,42,0,2.18,UA,1710173538
468,san jose del guaviare,2.5729,-72.6459,33.81,51,71,1.25,CO,1710173538
469,rengo,-34.4167,-70.8667,26.25,32,36,2.48,CL,1710173538
470,the bottom,17.6259,-63.2492,24.36,73,0,4.4,BQ,1710173538
471,kavieng,-2.5744,150.7967,26.95,85,100,6.13,PG,1710173538
472,porto de moz,-1.7483,-52.2383,30.36,68,92,1.93,BR,1710173538
473,gadzhiyevo,69.2551,33.3362,-2.0,93,100,4.54,RU,1710173250
474,gobabis,-22.45,18.9667,31.62,24,96,2.54,NA,1710173539
475,laminusa,5.5549,120.9136,27.43,76,100,2.99,PH,1710173539
476,nemuro,43.3236,145.575,0.21,85,97,3.45,JP,1710173539
477,cururupu,-1.8283,-44.8683,30.96,66,99,2.55,BR,1710173539
478,nagqu,31.5,92.0,1.63,30,100,6.52,CN,1710173539
479,georgetown,5.4112,100.3354,27.96,69,20,0.51,MY,1710173539
480,cajabamba,-7.6167,-78.05,19.6,55,87,2.31,PE,1710173539
481,belyy yar,53.6039,91.3903,0.94,75,0,2.0,RU,1710173539
482,tangalle,6.024,80.7911,26.02,72,19,4.77,LK,1710173540
483,holmsund,63.706,20.3641,-3.03,68,20,3.6,SE,1710173540
484,saldanha,-33.0117,17.9442,19.47,87,37,7.11,ZA,1710173540
485,damara,4.9608,18.7035,38.26,22,85,2.38,CF,1710173540
486,anqing,30.5092,117.0506,13.47,72,0,3.01,CN,1710173540
487,port said,31.2565,32.2841,17.03,63,0,7.49,EG,1710173286
488,glace bay,46.1969,-59.957,4.32,97,100,6.17,CA,1710173540
489,sumbe,-11.2061,13.8437,29.1,79,97,4.2,AO,1710173540
490,vila velha,-20.3297,-40.2925,28.3,77,40,6.71,BR,1710173540
491,hadibu,12.65,54.0333,27.08,72,0,4.44,YE,1710173541
492,bunia,1.5667,30.25,26.07,47,99,2.37,CD,1710173392
493,aquidauana,-20.4711,-55.7872,37.44,39,100,1.58,BR,1710173541
494,strezhevoy,60.7333,77.5889,-24.46,100,83,1.79,RU,1710173541
495,chaumont,48.1167,5.1333,11.32,76,70,4.21,FR,1710173541
496,kamienna gora,50.7831,16.0304,12.95,66,100,1.96,PL,1710173541
497,craig,40.5153,-107.5464,-2.03,64,0,1.54,US,1710173541
498,fale old settlement,-9.3852,-171.2468,29.31,76,41,5.07,TK,1710173541
499,ta`u,-14.2336,-169.5144,28.25,80,100,3.36,AS,1710173542
500,karlskrona,56.1616,15.5866,3.25,97,100,7.29,SE,1710173493
501,illushi,6.6667,6.6308,31.52,58,89,5.42,NG,1710173542
502,jinchang,38.4953,102.1739,2.89,38,20,2.73,CN,1710173542
503,kenai,60.5544,-151.2583,-8.97,100,75,4.12,US,1710173542
504,labe,11.3182,-12.2833,35.55,11,84,2.91,GN,1710173542
505,zhob,31.3411,69.4481,12.6,57,71,2.87,PK,1710173542
506,waingapu,-9.6567,120.2641,25.82,90,100,4.6,ID,1710173542
507,huilong,31.8111,121.655,9.8,85,8,3.43,CN,1710173542
508,dubbo,-32.25,148.6167,21.07,60,97,4.63,AU,1710173543
509,key largo,25.0865,-80.4473,25.0,57,1,8.18,US,1710173543
510,oral,51.2333,51.3667,-10.01,92,40,3.0,KZ,1710173543
511,choyr,46.3611,108.3611,-14.73,92,33,1.91,MN,1710173543
512,kenneth city,27.8156,-82.7201,21.18,43,0,4.63,US,1710173543
513,khorinsk,52.1657,109.7726,-8.55,94,100,1.56,RU,1710173543
514,bangassou,4.7413,22.8184,35.54,30,80,1.56,CF,1710173543
515,soio,-6.1349,12.3689,29.3,83,100,4.31,AO,1710173543
516,cavalaire-sur-mer,43.174,6.5272,15.4,68,63,6.42,FR,1710173503
517,biloela,-24.4167,150.5,21.86,76,38,7.77,AU,1710173544
518,sutherlin,43.3901,-123.3126,5.35,61,75,0.0,US,1710173544
519,st. john's,47.5649,-52.7093,0.99,95,100,9.77,CA,1710173544
520,wynyard,-41.0,145.7167,21.54,67,100,3.74,AU,1710173544
521,kibale,0.8,31.0667,22.66,67,68,1.38,UG,1710173544
522,turabah,21.2141,41.6331,26.9,19,17,6.88,SA,1710173544
523,vilhena,-12.7406,-60.1458,28.63,74,100,0.9,BR,1710173544
524,usuki,33.1081,131.7878,9.44,96,100,2.66,JP,1710173544
525,kinango,-4.1372,39.3153,29.06,74,6,3.9,KE,1710173545
526,shohimardon,39.9839,71.8028,5.43,60,100,3.39,UZ,1710173545
527,mizan teferi,6.9833,35.5833,20.18,82,46,1.13,ET,1710173545
528,tamandare,-8.7597,-35.1047,31.3,60,40,4.25,BR,1710173545
529,san luis de la loma,17.2706,-100.8939,29.28,46,1,2.22,MX,1710173545
530,san francisco de la paz,14.9,-86.2,30.84,41,24,1.81,HN,1710173545
531,bodaybo,57.8506,114.1933,-3.32,95,100,2.74,RU,1710173545
532,pagar alam,-4.0167,103.2667,20.16,95,99,1.44,ID,1710173545
533,bornu yassu,12.2774,12.5552,39.84,7,87,7.85,NG,1710173545
534,bognor regis,50.7821,-0.6798,10.12,85,100,0.45,GB,1710173546
535,vila franca do campo,37.7167,-25.4333,18.27,99,100,9.94,PT,1710173546
536,perg,48.25,14.6333,11.91,71,100,1.72,AT,1710173546
537,kununurra,-15.7667,128.7333,25.99,100,100,1.54,AU,1710173546
538,salinas,36.6777,-121.6555,11.38,91,100,6.17,US,1710173308
539,lastoursville,-0.8143,12.7287,34.67,49,96,0.53,GA,1710173546
540,strelka,58.0728,93.0344,-3.35,94,100,2.34,RU,1710173306
541,alegrete,-29.7831,-55.7919,33.4,28,1,5.49,BR,1710173546
542,villa gesell,-37.2639,-56.973,19.47,84,100,6.76,AR,1710173546
543,reggane,26.7158,0.1714,30.12,15,1,2.18,DZ,1710173547
544,krasnozerskoye,53.9828,79.2374,-6.06,87,100,5.06,RU,1710173547
545,tucuma,-0.1833,-50.05,26.85,90,99,3.16,BR,1710173547
546,castillos,-34.1667,-53.8333,27.13,41,86,4.59,UY,1710173547
547,lerwick,60.1545,-1.1494,6.0,82,100,5.88,GB,1710173547
548,tete,-16.1564,33.5867,30.46,56,18,1.62,MZ,1710173547
549,malmberget,67.1753,20.6549,1.31,69,0,2.57,SE,1710173547
550,mar del plata,-38.0023,-57.5575,20.53,75,100,3.13,AR,1710173528
551,borogontsy,62.6683,131.1683,-29.01,100,99,1.57,RU,1710173548
552,rio verde,21.9333,-99.9833,17.32,61,76,1.1,MX,1710173275
553,ulaangom,49.9811,92.0667,-17.64,93,68,1.72,MN,1710173548
554,williams lake,52.1415,-122.1445,1.76,89,75,4.63,CA,1710173548
555,phan thiet,10.9333,108.1,25.09,80,92,5.26,VN,1710173548
556,kilmore,-37.3,144.95,24.88,39,12,1.27,AU,1710173548
557,katsuren-haebaru,26.3369,127.8719,20.01,93,100,8.79,JP,1710173548
558,tindouf,27.6711,-8.1474,29.25,16,0,2.06,DZ,1710173548
559,sao raimundo das mangabeiras,-7.0219,-45.4811,33.66,46,35,2.45,BR,1710173549
560,bhatpara abhaynagar,23.0153,89.4432,23.93,20,0,2.09,BD,1710173549
561,minas de marcona,-15.2119,-75.1103,22.14,67,39,6.81,PE,1710173549
